"ESTRATO","DEPARTAMENTO","P204","P205_A","P608","P612","P613","P614","P614_T","P615_1","P615_2","P615_3","P615_4","P615_5","P615_6","P615_7","P615_8","P615_9","P615_10","P615_11","P615_12","P615_13","P615_14","P615_T","P616","P616A","P617","P618","P619","P620","P621","P622_1","P622_2","P623_1","P623_2","P623_3","P624_1","P624_2","P624_3","P624_4","P625","P626","P627","P628","P629","P630","P631","P632_1","P632_2","P632_3","P632_4","P632_5","P632_6","P632_7","P632_8","P632_9","P632_10","P632_I","P633","P634_1","P634_2","P634_3","P634_4","P634_5","P634_6","P634_7","P635","P636","P638_1","P638_1_1","P638_1_2","P638_2","P638_2_1","P638_2_2","P638_3","P638_3_1","P638_3_2","P638_4","P638_4_1","P638_4_2","P639_1","P639_1_1","P639_1_2","P639_1_3","P639_2","P639_2_1","P639_2_2","P639_2_3"
4,"LIMA",2,39,NA,3,2,1,13,0,3,3,3,3,3,0,0,0,0,0,0,0,0,15,2,72,1,1,2,1,2,120,0,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA
4,"LIMA",2,18,NA,3,2,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,66,2,NA,2,1,2,150,0,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA
3,"LIMA",1,31,NA,3,2,1,5,0,11,11,11,11,11,9,0,0,0,0,0,0,0,64,1,NA,2,NA,2,1,2,360,0,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,1,1,3,1,1,1,3,1
3,"LIMA",1,44,NA,3,2,1,4,13,13,13,13,13,13,13,0,0,0,0,0,0,0,91,1,NA,2,NA,2,1,1,30,14,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,1,1,2,1,2,NA,NA,NA
3,"LIMA",1,55,NA,3,2,1,14,0,0,11,11,11,11,0,0,0,0,0,0,0,0,44,2,64,1,1,1,1,2,440,0,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,1,1,3,2,2,NA,NA,NA
3,"LIMA",1,25,NA,3,2,1,5,13,13,13,13,13,0,13,0,0,0,0,0,0,0,78,1,NA,2,NA,2,1,2,250,0,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,3,1,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,1,1,4,1,2,NA,NA,NA
3,"LIMA",1,28,NA,3,2,1,7,8,11,8,8,0,8,8,0,0,0,0,0,0,0,51,1,NA,2,NA,2,1,4,930,0,NA,NA,NA,NA,NA,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,1,1,4,1,2,NA,NA,NA
3,"LIMA",1,25,NA,3,2,1,5,13,13,13,13,0,13,13,0,0,0,0,0,0,0,78,1,NA,2,NA,2,1,2,200,0,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA
3,"LIMA",2,21,NA,3,2,1,5,13,13,13,13,0,13,13,0,0,0,0,0,0,0,78,1,NA,2,NA,1,1,2,200,54,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA
3,"LIMA",2,48,NA,3,2,2,30,0,11,11,11,11,11,7,0,0,0,0,0,0,0,62,2,70,2,NA,2,1,2,250,0,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA
3,"LIMA",2,24,NA,3,2,2,30,0,11,11,11,11,11,7,0,0,0,0,0,0,0,62,2,70,2,NA,2,1,2,280,0,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA
3,"LIMA",1,36,NA,3,2,1,2,12,12,12,12,12,12,12,0,0,0,0,0,0,0,84,1,NA,2,NA,2,1,1,30,0,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,1,1,2,1,2,NA,NA,NA
3,"LIMA",1,36,NA,3,2,2,25,0,9,9,9,9,9,9,0,0,0,0,0,0,0,54,1,NA,2,NA,2,1,2,350,216,NA,NA,NA,NA,NA,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA
4,"LIMA",1,30,NA,3,2,1,3,0,11,0,11,0,11,0,0,0,0,0,0,0,0,33,1,NA,2,NA,1,1,1,30,8,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA
4,"LIMA",1,26,NA,3,2,1,5,8,8,8,8,8,8,8,0,0,0,0,0,0,0,56,1,NA,1,1,2,1,2,500,0,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,1,1,4,3,2,NA,NA,NA
4,"LIMA",2,29,NA,3,2,1,2,9,9,9,9,9,9,0,0,0,0,0,0,0,0,54,1,NA,2,NA,1,1,2,180,54,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,3,1,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA
4,"LIMA",1,37,NA,3,2,3,60,12,12,12,12,12,12,12,0,0,0,0,0,0,0,84,1,NA,2,NA,1,1,3,650,0,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,1,1,3,2,2,NA,NA,NA
3,"LIMA",2,45,NA,6,2,1,1,0,12,12,12,12,12,12,0,0,0,0,0,0,0,72,1,NA,2,NA,2,1,3,900,0,NA,NA,NA,NA,NA,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,1,1,2,1,2,NA,NA,NA
3,"LIMA",2,25,NA,3,2,1,5,0,10,10,10,10,10,10,0,0,0,0,0,0,0,60,1,NA,2,NA,2,1,2,220,0,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,1,1,4,1,2,NA,NA,NA
3,"LIMA",2,19,NA,3,2,1,2,12,12,12,12,12,12,12,0,0,0,0,0,0,0,84,1,NA,2,NA,2,1,2,325,0,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,1,1,3,1,2,NA,NA,NA
3,"LIMA",1,20,NA,3,2,1,4,0,9,9,9,9,9,9,0,0,0,0,0,0,0,54,1,NA,2,NA,2,1,2,250,0,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA
3,"LIMA",2,31,NA,3,2,1,3,0,8,8,8,8,8,8,0,0,0,0,0,0,0,48,1,NA,2,NA,2,1,4,900,0,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,3,1,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,1,1,4,1,2,NA,NA,NA
3,"LIMA",2,31,NA,3,2,1,2,0,7,7,7,7,7,7,0,0,0,0,0,0,0,42,1,NA,2,NA,2,1,4,800,0,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA
3,"LIMA",2,37,NA,3,2,1,2,0,9,9,9,9,9,9,0,0,0,0,0,0,0,54,1,NA,2,NA,2,1,4,1000,0,NA,NA,NA,NA,NA,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA
2,"LIMA",1,38,NA,3,2,1,4,0,9,9,9,9,9,9,0,0,0,0,0,0,0,54,1,NA,2,NA,2,1,4,1000,0,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA
2,"LIMA",2,36,NA,3,2,1,5,0,9,9,9,9,9,9,0,0,0,0,0,0,0,54,1,NA,2,NA,2,1,4,1200,0,NA,NA,NA,NA,NA,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA
2,"LIMA",1,35,NA,3,2,1,3,0,10,10,10,10,10,10,0,0,0,0,0,0,0,60,1,NA,2,NA,2,1,1,50,0,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,3,1,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA
2,"LIMA",2,32,NA,3,2,1,2,0,8,8,8,8,8,8,0,0,0,0,0,0,0,48,1,NA,2,NA,2,1,4,930,0,NA,NA,NA,NA,NA,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA
2,"LIMA",2,23,NA,3,2,1,2,12,12,12,12,12,12,12,0,0,0,0,0,0,0,84,1,NA,2,NA,2,1,2,232,0,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,1,1,3,1,2,NA,NA,NA
2,"LIMA",1,28,NA,3,1,1,3,0,12,12,12,12,12,12,0,0,0,0,0,0,0,72,1,NA,2,NA,2,1,4,930,0,NA,NA,NA,NA,NA,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA
3,"LIMA",2,26,NA,3,1,1,2,0,8,8,8,8,8,4,0,0,0,0,0,0,0,44,1,NA,1,1,2,3,3,1500,0,NA,NA,NA,NA,NA,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,1,1,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,1,2,3,2,2,NA,NA,NA
3,"LIMA",2,25,NA,3,2,1,5,0,9,9,9,9,9,9,0,0,0,0,0,0,0,54,1,NA,2,NA,2,1,4,2000,0,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA
3,"LIMA",1,33,NA,3,2,1,2,9,9,9,9,9,9,9,0,0,0,0,0,0,0,63,1,NA,2,NA,2,1,2,250,0,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,1,1,4,1,2,NA,NA,NA
3,"LIMA",2,25,NA,3,2,1,2,0,11,11,11,11,11,11,0,0,0,0,0,0,0,66,1,NA,2,NA,2,1,3,500,0,NA,NA,NA,NA,NA,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,2,1,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA
3,"LIMA",2,35,NA,3,2,1,2,0,8,8,8,8,8,8,0,0,0,0,0,0,0,48,1,NA,2,NA,2,1,4,930,0,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA
3,"LIMA",1,29,NA,3,2,1,3,0,8,8,8,8,8,8,0,0,0,0,0,0,0,48,1,NA,2,NA,2,1,2,250,0,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA
3,"LIMA",2,22,NA,3,2,1,2,0,11,11,11,11,11,11,0,0,0,0,0,0,0,66,1,NA,2,NA,2,1,3,500,0,NA,NA,NA,NA,NA,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA
3,"LIMA",2,34,NA,3,2,1,3,12,12,0,12,12,12,12,0,0,0,0,0,0,0,72,1,NA,2,NA,2,1,2,200,0,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,3,1,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA
3,"LIMA",2,29,NA,3,2,1,5,0,8,8,8,8,8,8,0,0,0,0,0,0,0,48,1,NA,2,NA,2,1,4,900,0,NA,NA,NA,NA,NA,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA
2,"LIMA",2,51,NA,3,2,1,3,0,8,0,0,8,8,8,0,0,0,0,0,0,0,32,1,NA,2,NA,2,1,4,930,0,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,3,2,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA
1,"LIMA",2,49,NA,3,2,1,2,0,0,0,9,9,0,0,5,0,0,0,0,5,5,33,1,NA,1,1,1,1,2,100,0,NA,NA,NA,50,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,3,2,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA
1,"LIMA",1,16,NA,3,2,1,2,10,0,0,0,0,0,10,0,0,0,0,0,0,0,20,1,NA,1,1,1,1,2,80,0,NA,NA,NA,NA,NA,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA
1,"LIMA",2,45,NA,3,1,1,2,0,10,10,10,10,10,0,0,0,0,0,0,0,0,50,1,NA,2,NA,2,1,4,8600,0,NA,NA,NA,NA,NA,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,3,1,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,1,1,2,2,2,NA,NA,NA
2,"LIMA",1,51,NA,3,2,2,25,12,12,12,12,12,12,12,0,0,0,0,0,0,0,84,1,NA,2,NA,2,1,4,930,0,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,1,1,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,1,1,4,2,2,NA,NA,NA
2,"LIMA",2,44,NA,3,2,1,3,0,0,5,0,5,0,5,0,0,0,0,0,0,0,15,1,NA,2,NA,2,1,4,600,0,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,1,1,4,3,2,NA,NA,NA
2,"LIMA",2,29,NA,3,2,1,2,0,8,8,8,8,8,8,0,0,0,0,0,0,0,48,1,NA,2,NA,2,1,2,250,0,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA
2,"LIMA",2,29,NA,3,2,1,15,0,8,8,8,8,8,8,0,0,0,0,0,0,0,48,1,NA,2,NA,2,5,4,1300,0,NA,NA,NA,NA,NA,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1,600,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA
2,"LIMA",1,36,NA,3,1,1,8,12,12,12,12,12,12,12,0,0,0,0,0,0,0,84,1,NA,2,NA,2,1,2,700,0,NA,NA,NA,NA,NA,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA
1,"LIMA",1,37,NA,3,2,1,2,10,10,10,10,10,10,10,0,0,0,0,0,0,0,70,1,NA,2,NA,2,1,2,500,0,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,1,1,2,2,2,NA,NA,NA
1,"LIMA",2,26,NA,3,1,1,4,0,10,10,10,10,10,10,0,0,0,0,0,0,0,60,1,NA,2,NA,2,1,4,1200,0,NA,NA,NA,NA,NA,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,1,1,4,1,2,NA,NA,NA
1,"LIMA",1,32,NA,3,1,5,510,0,8,8,8,8,8,0,0,0,0,0,0,0,0,40,1,NA,2,NA,2,3,4,8000,0,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,3,1,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,1,1,4,2,2,NA,NA,NA
1,"LIMA",1,36,NA,3,1,5,3500,0,8,8,8,8,8,0,0,0,0,0,0,0,0,40,1,NA,2,NA,2,5,4,1500,0,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,1,1,4,2,2,NA,NA,NA
1,"LIMA",2,32,NA,3,1,3,60,0,8,8,8,8,8,0,0,0,0,0,0,0,0,40,1,NA,2,NA,2,5,4,3000,0,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,1,1,4,3,1,1,4,3
1,"LIMA",1,24,NA,3,1,1,6,0,8,8,8,8,8,0,0,0,0,0,0,0,0,40,1,NA,2,NA,2,5,4,1200,0,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,1,1,3,2,2,NA,NA,NA
1,"LIMA",1,45,NA,3,1,3,52,4,10,10,10,10,10,4,0,0,0,0,0,0,0,58,1,NA,2,NA,2,1,4,7000,0,NA,NA,NA,NA,NA,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,3,2,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA
1,"LIMA",2,40,NA,3,2,5,1000,0,6,6,6,6,6,0,0,0,0,0,0,0,0,30,1,NA,2,NA,2,5,4,800,0,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA
1,"LIMA",1,41,NA,3,1,1,3,0,8,8,8,8,8,4,0,0,0,0,0,0,0,44,1,NA,2,NA,2,1,3,1000,0,NA,NA,NA,NA,NA,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,1,1,4,1,2,NA,NA,NA
1,"LIMA",1,38,NA,3,2,1,12,7,10,10,10,10,10,10,0,0,0,0,0,0,0,67,1,NA,1,1,2,1,1,80,0,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,1,1,2,1,2,NA,NA,NA
1,"LIMA",2,42,NA,3,2,1,3,10,10,10,10,10,10,10,0,0,0,0,0,0,0,70,1,NA,2,NA,2,1,2,173,0,NA,NA,NA,NA,NA,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,1,1,4,1,2,NA,NA,NA
1,"LIMA",1,35,NA,3,1,1,5,0,8,8,8,8,8,8,0,0,0,0,0,0,0,48,1,NA,2,NA,2,1,3,930,0,NA,NA,NA,NA,NA,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,1,1,3,3,2,NA,NA,NA
